rank,word,occurrences (ppm),lemma forms
5819,botellas,10,botella
5820,billones,10,billón
5821,atraparlo,10,atrapar
5822,arrestar,10,arrestar
5823,acento,10,acento
5824,accidentes,10,accidente
5825,vientre,10,vientre
5826,tomaría,10,tomar
5827,timón,10,timón
5828,tabla,10,tabla
5829,sacando,10,sacar
5830,pintar,10,pintar
5831,particularmente,10,particularmente
5832,palma,10,palma palmar
5833,organizar,10,organizar
5834,llevarán,10,llevar
5835,llamaría,10,llamar
5836,irlandés,10,irlandés
5837,esperes,10,esperar
5838,crecí,10,crecer
5839,as,10,as
5840,agarró,10,agarrar
5841,voluntario,10,voluntario
5842,vivirá,10,vivir
5843,vigilar,10,vigilar
5844,vestíbulo,10,vestíbulo
5845,soltar,10,soltar
5846,siguientes,10,siguiente
5847,residentes,10,residente
5848,leíste,10,leer
5849,hacha,10,hacha
5850,felicito,10,felicitar
5851,enojar,10,enojar
5852,ejercicios,10,ejercicio
5853,drogado,10,drogado drogar
5854,cagar,10,cagar
5855,traducido,10,traducido traducir
5856,suplico,10,suplicar
5857,salario,10,salario
5858,préstamo,10,préstamo
5859,mensajero,10,mensajero
5860,granjero,10,granjero
5861,filosofía,10,filosofía
5862,faltaba,10,faltar
5863,explosivo,10,explosivo
5864,diagnóstico,10,diagnóstico
5865,cardíaco,10,cardíaco
5866,bosques,10,bosque
5867,acabé,10,acabar
5868,tomate,10,tomate tomar
5869,quitarle,10,quitar
5870,magneto,10,magneto
5871,lance,10,lance lanzar
5872,huyó,10,huir
5873,hilo,10,hilo
5874,hablará,10,hablar
5875,gemelos,10,gemelo
5876,eligió,10,elegir
5877,doler,10,doler
5878,dificultades,10,dificultad
5879,concentración,10,concentración
5880,artistas,10,artista
5881,aceptas,10,aceptar
5882,acabando,10,acabar
5883,torpe,10,torpe
5884,sobrevivientes,10,sobreviviente
5885,saldrás,10,salir
5886,región,10,región
5887,produce,10,producir
5888,post,10,post
5889,obsesionado,10,obsesionado obsesionar
5890,descubre,10,descubrir
5891,cerró,10,cerrar
5892,cayeron,10,caer
5893,casé,10,casar
5894,automóvil,10,automóvil
5895,atiende,10,atender
5896,voló,10,volar
5897,ruinas,10,ruina ruinar
5898,orilla,10,orilla
5899,mañanas,10,mañana
5900,magnífica,10,magnífico
5901,excitante,10,excitante
5902,enseñarles,10,enseñar
5903,comenzaron,10,comenzar
5904,cerradas,10,cerrado
5905,celosa,10,celoso
5906,batallón,10,batallón
5907,atrae,10,atraer
5908,apresúrate,10,apresurar
5909,rojos,10,rojo
5910,ofender,10,ofender
5911,novela,10,novela
5912,nazis,10,nazi
5913,muros,10,muro
5914,limpias,10,limpio
5915,espectacular,10,espectacular
5916,empiecen,10,empezar
5917,cortina,10,cortina
5918,construido,10,construido construir
5919,comerciales,10,comercial
5920,chaval,10,chaval
5921,cadenas,10,cadena
5922,botones,10,botón
5923,arrogante,10,arrogante
5924,vendo,10,vender vendar
5925,tuviéramos,10,tener
5926,tocaba,10,tocar
5927,situaciones,10,situación
5928,semental,10,semental
5929,responsables,10,responsable
5930,reportes,10,reporte
5931,muestran,10,mostrar
5932,facultad,10,facultad
5933,envidia,10,envidia envidiar
5934,emocionado,10,emocionar
5935,disposición,10,disposición
5936,diremos,10,decir
5937,dejarnos,10,dejar
5938,deberiamos,10,deber
5939,conquistar,10,conquistar
5940,bonitos,10,bonito
5941,averigua,10,averiguar
5942,almohada,10,almohada
5943,activo,10,activo activar
5944,abuelita,10,abuelita abuela
5945,vitales,10,vital
5946,verse,10,ver
5947,traicionado,10,traicionado traicionar
5948,teresa,10,teresa Teresa
5949,soñé,10,soñar
5950,roba,10,robar
5951,moderno,10,moderno
5952,manta,10,manta
5953,lidiar,10,lidiar
5954,joda,10,joder
5955,despejen,10,despejar
5956,comunista,10,comunista
5957,aprendiendo,10,aprender
5958,tirando,10,tirar
5959,suiza,10,Suiza suizo
5960,pita,10,pita
5961,pensaron,10,pensar
5962,nudos,10,nudo
5963,muestre,10,mostrar
5964,molestado,10,molestado molestar
5965,llora,10,llorar
5966,hembra,10,hembra
5967,eternamente,10,eternamente
5968,duermas,10,dormir
5969,disparan,10,disparar
5970,creerá,10,creer
5971,colgado,10,colgado colgar
5972,arrestaron,10,arrestar
5973,acusación,10,acusación
5974,viajando,10,viajar
5975,tremenda,10,tremendo
5976,simples,10,simple
5977,servirle,10,servir
5978,planea,10,planear
5979,negar,10,negar
5980,necesitabas,10,necesitar
5981,mordido,10,mordido morder
5982,lecciones,10,lección
5983,insectos,10,insecto
5984,imaginado,10,imaginado imaginar
5985,habríamos,10,haber
5986,fallar,10,fallar
5987,escudos,10,escudo
5988,diviértete,10,divertir
5989,crece,10,crecer
5990,combatir,10,combatir
5991,canto,10,canto cantar
5992,bichos,10,bicho
5993,atacando,10,atacar
5994,apestoso,10,apestoso
5995,visa,10,visa
5996,times,10,timar
5997,retirar,10,retirar
5998,persigue,10,perseguir
5999,ooh,10,ooh
6000,leerlo,10,leer
6001,investigador,10,investigador
6002,fan,10,fan
6003,falsos,10,falso
6004,echarle,10,echar
6005,dire,10,decir
6006,cuide,10,cuidar
6007,comemos,10,comer
6008,transmisor,10,transmisor
6009,servido,10,servido servir
6010,salchichas,10,salchicha
6011,récord,10,record
6012,raíces,10,raíz
6013,propongo,10,proponer
6014,oficinas,10,oficina
6015,neo,10,neo neón
6016,navegar,10,navegar
6017,llevarnos,10,llevar
6018,lastima,10,lastima lástima
6019,granero,10,granero
6020,ginebra,10,ginebra
6021,evidencias,10,evidencia
6022,enseñarme,10,enseñar
6023,dejaras,10,dejar
6024,dañado,10,dañado dañar
6025,cuentes,10,contar
6026,bandas,10,banda
6027,avancen,10,avanzar
6028,ángulo,10,ángulo
6029,ancianos,10,anciano
6030,activado,10,activado activar
6031,acceder,10,acceder
6032,varón,10,varón
6033,sociales,10,social
6034,sake,10,sake
6035,recuperado,10,recuperado recuperar
6036,quedarán,10,quedar
6037,porfavor,10,por favor
6038,navaja,10,navaja
6039,muñeco,10,muñeco
6040,milord,10,milord
6041,manchas,10,mancha manchar
6042,escuchamos,10,escuchar
6043,entremos,10,entrar
6044,cosmos,10,cosmos
6045,conservar,10,conservar
6046,condesa,10,condesa
6047,ataúd,10,ataúd
6048,antena,10,antena
6049,anciana,10,anciano anciana
6050,ademas,10,además
6051,toro,10,toro
6052,subido,10,subido subir
6053,sígame,10,seguir
6054,recoge,10,recoger
6055,quemando,10,quemar
6056,preguntaré,10,preguntar
6057,pondría,10,poner
6058,pensión,10,pensión
6059,panel,10,panel
6060,muriera,10,morir
6061,llegarás,10,llegar
6062,inversión,10,inversión
6063,hablen,10,hablar
6064,geniales,10,genial
6065,genética,10,genética genético
6066,funciones,10,función
6067,enfermería,10,enfermería
6068,destruye,10,destruir
6069,destruirlo,10,destruir
6070,cargamento,10,cargamento
6071,calmado,10,calmado calmar
6072,cabe,10,caber
6073,billete,10,billete
6074,asustó,10,asustar
6075,aparecen,10,aparecer
6076,aléjese,10,alejar
6077,recuperación,10,recuperación
6078,portada,10,portada portado portar
6079,mojado,10,mojado mojar
6080,método,10,método
6081,masiva,10,masivo
6082,martillo,10,martillo martillar
6083,hospitales,10,hospital
6084,hallaron,10,hallar
6085,hallamos,10,hallar
6086,fax,10,fax
6087,exacta,10,exacto
6088,estrés,10,estrés
6089,empezaste,10,empezar
6090,echaron,10,echar
6091,cuidados,10,cuidado cuidar
6092,creíste,10,creer
6093,conteste,10,contestar
6094,avisar,10,avisar
6095,atraparon,10,atrapar
6096,viaja,10,viajar
6097,terrorismo,10,terrorismo
6098,tarado,10,tarado
6099,salchicha,10,salchicha
6100,pum,10,pum
6101,peste,10,peste
6102,niego,10,negar
6103,morgue,10,morgue
6104,misteriosa,10,misterioso
6105,miseria,10,miseria
6106,mantenimiento,10,mantenimiento
6107,malentendido,10,malentendido
6108,justamente,10,justamente
6109,iniciar,10,iniciar
6110,escondiendo,10,esconder
6111,cambiaste,10,cambiar
6112,caerá,10,caer
6113,bóveda,10,bóveda
6114,billetera,10,billetera
6115,amamos,10,amar
6116,unirse,10,unir
6117,soltera,10,soltera soltero
6118,mesas,10,mesa
6119,marte,10,marte
6120,logra,10,lograr
6121,indican,10,indicar
6122,imagínate,10,imaginar
6123,gusanos,10,gusano
6124,grabación,10,grabación
6125,fuegos,10,fuego
6126,firmada,10,firmado firmar
6127,experiencias,10,experiencia
6128,editor,10,editor
6129,asilo,10,asilo
6130,venid,9,venir
6131,vendrías,9,venir
6132,utiliza,9,utilizar
6133,tórax,9,tórax
6134,significan,9,significar
6135,saludo,9,saludo saludar
6136,ordenado,9,ordenado ordenar
6137,dales,9,dar
6138,cuchillos,9,cuchillo
6139,beba,9,beber
6140,barril,9,barril
6141,algodón,9,algodón
6142,ajedrez,9,ajedrez
6143,acostarte,9,acostar
6144,reno,9,reno
6145,llévenselo,9,llevar
6146,ligero,9,ligero
6147,inusual,9,inusual
6148,gases,9,gas
6149,estadio,9,estadio
6150,desee,9,desear
6151,convención,9,convención
6152,circuito,9,circuito
6153,azar,9,azar
6154,atrapa,9,atrapar
6155,asumo,9,asumir
6156,test,9,test
6157,termines,9,terminar
6158,reunir,9,reunir
6159,posee,9,poseer
6160,lenta,9,lento
6161,kilo,9,kilo kilogramo
6162,inyección,9,inyección
6163,ingeniero,9,ingeniero
6164,entres,9,entrar
6165,drama,9,drama
6166,derrotar,9,derrotar
6167,dedica,9,dedicar
6168,criado,9,criado criar
6169,consuelo,9,consuelo consolar
6170,conocidos,9,conocido conocer
6171,comeré,9,comer
6172,calzoncillos,9,calzoncillo
6173,calmate,9,calmar
6174,bobo,9,bobo
6175,bastantes,9,bastante
6176,bajado,9,bajado bajar
6177,ayudarles,9,ayudar
6178,afecto,9,afecto afectar
6179,recto,9,recto
6180,rebelión,9,rebelión
6181,pinturas,9,pintura
6182,murio,9,morir
6183,grabar,9,grabar
6184,durar,9,durar
6185,culpables,9,culpable
6186,cómico,9,cómico
6187,bendita,9,bendito
6188,artificial,9,artificial
6189,agradecer,9,agradecer
6190,adelantado,9,adelantado
6191,acabemos,9,acabar
6192,valen,9,valer
6193,talentos,9,talento
6194,separado,9,separado separar
6195,pusimos,9,poner
6196,menú,9,menú
6197,manténganse,9,mantener
6198,juguemos,9,jugar
6199,gral,9,Gral. general
6200,demora,9,demora demorar
6201,democracia,9,democracia
6202,cuelga,9,colgar
6203,cruzado,9,cruzado cruzar
6204,cristiano,9,cristiano
6205,caramelo,9,caramelo
6206,aprieta,9,apretar
6207,tomarlo,9,tomar
6208,tarta,9,tarta
6209,tales,9,tal
6210,supremo,9,supremo
6211,solucionar,9,solucionar
6212,sensores,9,sensor
6213,retrato,9,retrato retratar
6214,prometida,9,prometido prometer
6215,pagarle,9,pagar
6216,musica,9,música
6217,mejorando,9,mejorar
6218,granada,9,Granada granada granado granar
6219,espléndido,9,espléndido
6220,creando,9,crear
6221,billar,9,billar
6222,acercan,9,acercar
6223,yardas,9,yarda
6224,volvía,9,volver
6225,vehículos,9,vehículo
6226,tejido,9,tejido tejer
6227,signo,9,signo
6228,saturación,9,saturación
6229,picnic,9,picnic
6230,multa,9,multa multar
6231,lloviendo,9,llover
6232,literatura,9,literatura
6233,ire,9,ir
6234,enviamos,9,enviar
6235,cortas,9,cortar
6236,corren,9,correr
6237,congelado,9,congelado congelar
6238,comprobar,9,comprobar
6239,camarero,9,camarero
6240,bajos,9,bajo
6241,actualmente,9,actualmente
6242,turistas,9,turista
6243,sumamente,9,sumamente
6244,perderá,9,perder
6245,pagamos,9,pagar
6246,ovejas,9,oveja
6247,novias,9,novia
6248,muñecas,9,muñeca
6249,maní,9,maní
6250,madrina,9,madrina
6251,llevarás,9,llevar
6252,instintos,9,instinto
6253,hacíamos,9,hacer
6254,enseñé,9,enseñar
6255,conseguirlo,9,conseguir
6256,carbón,9,carbón
6257,avanzado,9,avanzado avanzar
6258,avance,9,avance avanzar
6259,autógrafo,9,autógrafo
6260,aumentar,9,aumentar
6261,aplauso,9,aplauso
6262,viuda,9,viuda viudo
6263,vacías,9,vacío
6264,universal,9,universal
6265,trabaje,9,trabajar
6266,tómala,9,tomar
6267,sorprendió,9,sorprender
6268,ríes,9,reír
6269,pulmón,9,pulmón
6270,próximas,9,próximo
6271,orcos,9,orco
6272,mezcla,9,mezcla mezclar
6273,meto,9,meter
6274,inglesa,9,inglés
6275,independencia,9,independencia
6276,huésped,9,huésped
6277,extrañar,9,extrañar
6278,encantar,9,encantar
6279,destruyendo,9,destruir
6280,corresponde,9,corresponder
6281,correctamente,9,correctamente
6282,coco,9,coco
6283,asustando,9,asustar
6284,administrador,9,administrador
6285,abogada,9,abogada
6286,tierno,9,tierno
6287,soledad,9,soledad
6288,recuerdes,9,recordar
6289,pope,9,pope
6290,perderemos,9,perder
6291,osos,9,oso
6292,oírte,9,oír
6293,escribiste,9,escribir
6294,depresión,9,depresión
6295,caramelos,9,caramelo
6296,basado,9,basado basar
6297,aventuras,9,aventura aventurar
6298,aumenta,9,aumentar
6299,amada,9,amado amar
6300,agotado,9,agotado agotar
6301,agarré,9,agarrar
6302,trabajador,9,trabajador
6303,rodar,9,rodar
6304,repite,9,repetir
6305,recordaré,9,recordar
6306,llover,9,llover
6307,entendió,9,entender
6308,contactar,9,contactar
6309,agradecería,9,agradecer
6310,usaré,9,usar
6311,tomaba,9,tomar
6312,sujétate,9,sujetar
6313,sospechas,9,sospecha sospechar
6314,soplón,9,soplón
6315,sándwich,9,sándwich
6316,reunido,9,reunido reunir
6317,prepare,9,preparar
6318,norteamericanos,9,norteamericano
6319,hallado,9,hallado hallar
6320,gustaban,9,gustar
6321,festival,9,festival
6322,eventos,9,evento
6323,escriba,9,escribir
6324,escogió,9,escoger
6325,demuestra,9,demostrar
6326,déjelo,9,dejar
6327,barata,9,barato barata
6328,banquete,9,banquete
6329,arreglos,9,arreglo
6330,alcanzado,9,alcanzado alcanzar
6331,acostarme,9,acostar
6332,sentiste,9,sentir
6333,plomo,9,plomo
6334,perdería,9,perder
6335,noté,9,notar
6336,fuí,9,ir ser
6337,destruida,9,destruido
6338,desperdicio,9,desperdicio
6339,conveniente,9,conveniente
6340,apártense,9,apartar
6341,amarilla,9,amarillo
6342,agarren,9,agarrar
6343,yate,9,yate
6344,vendré,9,venir
6345,soportarlo,9,soportar
6346,sencilla,9,sencillo
6347,regresaremos,9,regresar
6348,regimiento,9,regimiento
6349,quitarte,9,quitar
6350,ponme,9,poner
6351,peleamos,9,pelear
6352,muevanse,9,mover
6353,manicomio,9,manicomio
6354,lesbiana,9,lesbiana
6355,juzgado,9,juzgado juzgar
6356,jugaba,9,jugar
6357,inventó,9,inventar
6358,injusto,9,injusto
6359,farsa,9,farsa
6360,estribor,9,estribor
6361,esencial,9,esencial
6362,encontraba,9,encontrar
6363,conjunto,9,conjunto
6364,comprendido,9,comprendido comprender
6365,comercio,9,comercio comerciar
6366,chau,9,chau
6367,cazas,9,caza cazar
6368,atado,9,atado atar
6369,alimentos,9,alimento
6370,vagón,9,vagón
6371,tranquilidad,9,tranquilidad
6372,torta,9,torta
6373,similar,9,similar
6374,quedaste,9,quedar
6375,mandaron,9,mandar
6376,hondo,9,hondo
6377,haciéndolo,9,hacer
6378,gripe,9,gripe
6379,dirigen,9,dirigir
6380,diferencias,9,diferencia
6381,calibre,9,calibre
6382,botes,9,botar bote
6383,borrar,9,borrar
6384,asquerosa,9,asqueroso
6385,apague,9,apagar
6386,ahh,9,ahh
6387,abismo,9,abismo
6388,zoológico,9,zoológico
6389,salvación,9,salvación
6390,querrán,9,querer
6391,propiedades,9,propiedad
6392,permita,9,permitir
6393,llevaste,9,llevar
6394,llenas,9,lleno
6395,invento,9,invento inventar
6396,inferior,9,inferior
6397,huéspedes,9,huésped
6398,hoteles,9,hotel
6399,gigantes,9,gigante
6400,flujo,9,flujo
6401,esperábamos,9,esperar
6402,encantaba,9,encantar
6403,ebrio,9,ebrio
6404,dormí,9,dormir
6405,decides,9,decidir
6406,cobertura,9,cobertura
6407,cigarro,9,cigarro
6408,acepte,9,aceptar
6409,traía,9,traer
6410,terminemos,9,terminar
6411,seguirás,9,seguir
6412,reconocí,9,reconocer
6413,proxima,9,próximo
6414,ponle,9,poner
6415,plasma,9,plasma
6416,monitor,9,monitor
6417,lunar,9,lunar
6418,escucharlo,9,escuchar
6419,descarga,9,descarga descargar
6420,cuidaré,9,cuidar
6421,cometiendo,9,cometer
6422,centímetros,9,centímetro
6423,capturado,9,capturado capturar
6424,ardiente,9,ardiente
6425,usaremos,9,usar
6426,traten,9,tratar
6427,terminaron,9,terminar
6428,sacaremos,9,sacar
6429,rodando,9,rodar
6430,renuncio,9,renuncio renunciar
6431,recomiendo,9,recomendar
6432,ponía,9,poner
6433,policias,9,policía
6434,papeleo,9,papeleo
6435,novios,9,novio
6436,medicación,9,medicación
6437,fu,9,kung fu fu
6438,escenas,9,escena
6439,equivocados,9,equivocado
6440,cortaron,9,cortar
6441,contratos,9,contrato
6442,contaba,9,contar
6443,camilla,9,camilla
6444,bla,9,bla
6445,bellas,9,bello
6446,adecuada,9,adecuado
6447,viviente,9,viviente
6448,secuestrado,9,secuestrado secuestrar
6449,religioso,9,religioso
6450,regresaste,9,regresar
6451,permites,9,permitir
6452,perfectos,9,perfecto
6453,pelicula,9,película
6454,mínima,9,mínimo
6455,luchador,9,luchador
6456,lámpara,9,lámpara
6457,famosos,9,famoso
6458,extraterrestres,9,extraterrestre
6459,escotilla,9,escotilla
6460,dolió,9,doler
6461,condenada,9,condenado condenar
6462,andaba,9,andar
6463,traficante,9,traficante
6464,tiras,9,tira tirar
6465,tardaré,9,tardar
6466,salvé,9,salvar
6467,regresas,9,regresar
6468,recordarlo,9,recordar
6469,molestaría,9,molestar
6470,llamará,9,llamar
6471,feria,9,feria
6472,febrero,9,febrero
6473,eventualmente,9,eventualmente
6474,escondite,9,escondite
6475,duerma,9,dormir
6476,dijeras,9,decir
6477,creció,9,crecer
6478,colinas,9,colina
6479,atrevas,9,atrever
6480,ataquen,9,atacar
6481,apunten,9,apuntar
6482,antiguas,9,antiguo
6483,adolescentes,9,adolescente
6484,acusaciones,9,acusación
6485,supuse,9,suponer
6486,sgto,9,sargento
6487,recado,9,recado
6488,programado,9,programado programar
6489,patria,9,patria
6490,pariente,9,pariente
6491,necesaria,9,necesario
6492,mecánico,9,mecánico
6493,joya,9,joya
6494,inútiles,9,inútil
6495,hara,9,hacer
6496,ejecutivo,9,ejecutivo
6497,dulzura,9,dulzura
6498,disparé,9,disparar
6499,disparaste,9,disparar
6500,detendrá,9,detener
6501,desconocidos,9,desconocido desconocer
6502,comprarme,9,comprar
6503,bién,9,bien
6504,videos,9,video
6505,veredicto,9,veredicto
6506,trajimos,9,traer
6507,tocan,9,tocar
6508,tiré,9,tirar
6509,tardar,9,tardar
6510,suenas,9,sonar
6511,reservas,9,reserva reservar
6512,reciben,9,recibir
6513,invita,9,invitar
6514,granadas,9,granada granar
6515,grabado,9,grabado grabar
6516,falda,9,falda
6517,extraordinaria,9,extraordinario
6518,escondidas,9,escondido esconder
6519,direcciones,9,dirección
6520,comparado,9,comparado comparar
6521,clan,9,clan
6522,besos,9,beso
6523,angel,9,ángel
6524,afortunada,9,afortunado
6525,ácido,9,ácido
6526,tiren,9,tirar
6527,pongamos,9,poner
6528,planetas,9,planeta
6529,perdon,9,perdón
6530,pañales,9,pañal
6531,moriría,9,morir
6532,mexicano,9,mexicano
6533,marchó,9,marchar
6534,maletero,9,maletero
6535,individuo,9,individuo
6536,huelga,9,huelga
6537,habitual,9,habitual
6538,extranjeros,9,extranjero
6539,deseado,9,deseado desear
6540,dada,9,dado dar
6541,cohetes,9,cohete
6542,cocinero,9,cocinero
6543,científica,9,científico científica
6544,casaste,9,casar
6545,bigote,9,bigote
6546,avanza,9,avanzar
6547,atrapó,9,atrapar
6548,ansioso,9,ansioso
6549,taco,9,taco
6550,sana,9,sano
6551,peleen,9,pelear
6552,pasteles,9,pastel
6553,mirado,9,mirado mirar
6554,marinero,9,marinero
6555,echando,9,echar
6556,descubrieron,9,descubrir
6557,confesar,9,confesar
6558,compartimos,9,compartir
6559,bicho,9,bicho
6560,avisa,9,avisar
6561,atajo,9,atajo atajar
6562,acostarse,9,acostar
6563,voluntarios,9,voluntario
6564,marcador,9,marcador
6565,maquina,9,máquina
